State,County,LitAvg,NumAvg,Pop,Education,Industry,Pov,NoIns,MedIncome,Unemployment,VCR,JPR,Size
FL,Santa Rosa County,274.8,262.8,166.778,0.635,Mgmt/Bus/Art,0.113,0.113,66.14,0.043,145.2,61.117,Suburban
FL,Sarasota County,271.5,258.5,404.839,0.63,Mgmt/Bus/Art,0.105,0.121,66.26,0.041,219.4,44.92,Suburban
FL,Seminole County,276.4,262.8,449.26,0.722,Mgmt/Bus/Art,0.118,0.113,69.95,0.05,276.6,27.684,Small/Mid
FL,Sumter County,271.7,259.5,116.754,0.615,Mgmt/Bus/Art,0.092,0.065,63.46,0.033,193.6,94.145,Small/Mid
FL,Suwannee County,246,229,43.814,0.405,Service,0.204,0.143,49.45,0.059,466.7,61.527,Rural
FL,Taylor County,244.8,228.4,22.35,0.369,Mgmt/Bus/Art,0.164,0.124,42.99,0.03,681.3,79.165,Rural
FL,Union County,240.3,223.4,15.3,0.383,Service,0.214,0.123,50.89,0.038,303.1,20.462,Rural
FL,Volusia County,260.6,245.2,518.66,0.566,Mgmt/Bus/Art,0.161,0.142,53.55,0.046,354.9,43.499,Small/Mid
FL,Wakulla County,261.5,247,31.586,0.514,Mgmt/Bus/Art,0.126,0.113,58.64,0.045,230.5,87.246,Small/Mid
FL,Walton County,266.2,252.7,63.457,0.594,Mgmt/Bus/Art,0.17,0.163,62.6,0.042,204.1,64.412,Small/Mid
FL,Washington County,247.7,230.9,24.472,0.394,Mgmt/Bus/Art,0.21,0.133,42.52,0.062,240.3,50.523,Rural
GA,Appling County,242.7,224.4,18.471,0.35,Mgmt/Bus/Art,0.247,0.175,43.82,0.051,1280.25,58.352,Rural
GA,Atkinson County,233.2,213.4,8.313,0.297,NatResCon,0.274,0.248,38.58,0.059,192.24,3.757,Rural
GA,Bacon County,251.3,232.5,11.279,0.411,Mgmt/Bus/Art,0.232,0.186,41.81,0.02,1402.86,86.746,Rural
GA,Baker County,244.9,226.1,3.251,0.403,Sales/Office,0.195,0.169,39.52,0.016,0,52.356,Small/Mid
GA,Baldwin County,243.8,222.4,45.527,0.457,Mgmt/Bus/Art,0.278,0.124,44.43,0.056,1200.99,63.281,Rural
GA,Banks County,248.4,234.2,18.363,0.351,Mgmt/Bus/Art,0.143,0.17,53.48,0.047,928.66,32.658,Rural
GA,Barrow County,259.2,244.8,75.099,0.491,Sales/Office,0.132,0.155,68.92,0.048,349.73,62.938,Suburban
GA,Bartow County,257.8,243.2,102.623,0.484,Mgmt/Bus/Art,0.142,0.151,60.25,0.044,224.47,92.661,Suburban
GA,Ben Hill County,240.4,217.2,17.272,0.379,Prod/Trans,0.304,0.183,35.93,0.031,1149.49,87.635,Rural
GA,Berrien County,246.6,228.1,19.014,0.388,Mgmt/Bus/Art,0.237,0.225,42.06,0.06,993.46,55.999,Rural
GA,Bibb County,250,228,153.923,0.529,Mgmt/Bus/Art,0.267,0.144,43.07,0.071,691.41,84.025,Small/Mid
GA,Bleckley County,249.1,229.2,12.779,0.426,Mgmt/Bus/Art,0.23,0.117,48.12,0.041,547.86,66.581,Rural
GA,Brantley County,247.4,229.3,18.411,0.334,Mgmt/Bus/Art,0.218,0.211,44.68,0.045,133.44,70.219,Small/Mid
GA,Brooks County,246.3,226.1,15.629,0.428,Mgmt/Bus/Art,0.236,0.194,39.55,0.095,497.9,69.647,Small/Mid
GA,Bryan County,272.3,257.8,34.883,0.649,Mgmt/Bus/Art,0.141,0.122,79.3,0.058,181.32,20.158,Small/Mid
GA,Bulloch County,259.2,239,73.742,0.595,Mgmt/Bus/Art,0.304,0.141,48.79,0.062,554.39,96.461,Rural
GA,Burke County,242.4,219.8,22.645,0.43,Mgmt/Bus/Art,0.292,0.15,42.63,0.038,228.01,95.609,Small/Mid
GA,Butts County,240.9,221.8,23.556,0.344,Mgmt/Bus/Art,0.235,0.13,47.41,0.043,344.99,65.311,Suburban
GA,Calhoun County,228.5,203.7,6.503,0.342,Mgmt/Bus/Art,0.322,0.188,34.96,0.062,280.81,56.054,Rural
GA,Camden County,266.9,251.2,52.252,0.603,Mgmt/Bus/Art,0.127,0.122,58.55,0.054,236.42,32.65,Rural
GA,Candler County,242.2,221.8,10.894,0.405,Sales/Office,0.315,0.193,41.67,0.043,660.77,37.764,Rural
GA,Carroll County,254.8,238.2,114.898,0.48,Mgmt/Bus/Art,0.186,0.138,59.19,0.067,350.63,70.677,Suburban
GA,Catoosa County,269.2,256.9,65.87,0.545,Mgmt/Bus/Art,0.108,0.13,60.75,0.042,163.22,55.461,Small/Mid
GA,Charlton County,238.9,219.2,12.963,0.348,Mgmt/Bus/Art,0.231,0.195,42.89,0.057,915.19,90.828,Rural
GA,Chatham County,261.5,243.7,285.506,0.652,Mgmt/Bus/Art,0.173,0.155,57.12,0.065,461.1,92.02,Small/Mid
GA,Chattahoochee County,274.1,258.6,11.096,0.664,Military,0.15,0.091,46.11,0.047,459,90.828,Small/Mid
GA,Chattooga County,244.7,229.1,24.88,0.342,Prod/Trans,0.225,0.157,41.56,0.057,44.79,31.532,Rural
GA,Cherokee County,276,263.8,235.896,0.669,Mgmt/Bus/Art,0.094,0.118,88.64,0.038,70.61,41.566,Suburban
GA,Clarke County,261.5,241,123.554,0.655,Mgmt/Bus/Art,0.341,0.147,41.04,0.051,37.43,52.028,Small/Mid
GA,Clay County,231.4,201.2,3.024,0.38,NatResCon,0.414,0.248,24.73,0.127,375.81,65.337,Rural
GA,Clayton County,240.8,216.6,274.15,0.51,Sales/Office,0.219,0.21,50.74,0.077,629.99,95.578,Suburban
GA,Clinch County,239.7,217.4,6.788,0.394,Mgmt/Bus/Art,0.395,0.219,42.93,0.053,1162.79,21.572,Rural
GA,Cobb County,274.1,259.5,739.072,0.723,Mgmt/Bus/Art,0.109,0.141,79.62,0.047,223.62,41.41,Suburban
GA,Coffee County,243.1,223.2,43.048,0.402,Mgmt/Bus/Art,0.239,0.215,41.68,0.034,598.08,96.882,Rural
GA,Colquitt County,235.2,215.3,45.89,0.348,Mgmt/Bus/Art,0.254,0.257,41.9,0.051,395.42,146.277,Rural
GA,Columbia County,276,263.1,143.723,0.676,Mgmt/Bus/Art,0.086,0.082,88.29,0.04,48.23,25.893,Small/Mid
GA,Cook County,245.7,226.3,17.19,0.415,Mgmt/Bus/Art,0.242,0.206,40.67,0.04,695.37,88.249,Rural
GA,Coweta County,266.2,251.9,138.015,0.59,Mgmt/Bus/Art,0.116,0.102,79.23,0.042,197.04,59.273,Suburban
GA,Crawford County,255.2,238.1,12.385,0.475,Mgmt/Bus/Art,0.181,0.123,50.41,0.082,229.02,17.614,Small/Mid
GA,Crisp County,240.2,216.8,23.005,0.404,Mgmt/Bus/Art,0.312,0.179,40.48,0.104,1181.68,106.728,Rural
GA,Dade County,255.8,242.3,16.282,0.45,Mgmt/Bus/Art,0.175,0.153,45.99,0.03,37.02,75.124,Small/Mid
GA,Dawson County,272.3,260.5,23.397,0.582,Mgmt/Bus/Art,0.118,0.116,69.16,0.044,129.83,70.28,Suburban
GA,Decatur County,245.6,224.7,27.023,0.448,Mgmt/Bus/Art,0.241,0.186,40.47,0.04,1041.04,184.626,Rural
GA,DeKalb County,262.5,244.2,736.066,0.676,Mgmt/Bus/Art,0.176,0.16,63.61,0.067,977.15,35.634,Suburban
GA,Dodge County,249,229.8,21.063,0.41,Mgmt/Bus/Art,0.222,0.132,41.12,0.055,1026.91,101.017,Rural
GA,Dooly County,233,212.2,14.053,0.345,Prod/Trans,0.232,0.17,37.11,0.058,398.23,46.434,Rural
GA,Dougherty County,244.1,219.5,91.522,0.536,Mgmt/Bus/Art,0.305,0.18,36.89,0.108,964.59,113.973,Small/Mid
GA,Douglas County,257.7,239.1,140.152,0.568,Mgmt/Bus/Art,0.142,0.144,62.92,0.06,304.91,76.882,Suburban
GA,Early County,245.3,223.2,10.405,0.441,Mgmt/Bus/Art,0.275,0.18,40.01,0.055,1306.23,69.344,Rural
GA,Echols County,237.9,220,4.011,0.344,NatResCon,0.282,0.252,40.41,0.037,25.54,77.979,Small/Mid
GA,Effingham County,263.4,249.4,57.087,0.495,Mgmt/Bus/Art,0.096,0.11,71.63,0.037,103.24,83.814,Small/Mid
GA,Elbert County,241.3,221.5,19.288,0.334,Prod/Trans,0.224,0.144,40.96,0.052,834.43,53.137,Rural
GA,Emanuel County,239.1,216.7,22.502,0.368,Mgmt/Bus/Art,0.292,0.198,38.53,0.068,627.31,68.767,Rural
GA,Evans County,240.1,220.2,10.757,0.37,Mgmt/Bus/Art,0.26,0.157,41.43,0.043,354.48,33.198,Rural
GA,Fannin County,260.9,246.5,24.48,0.482,Mgmt/Bus/Art,0.158,0.139,47.98,0.055,337,37.19,Rural
GA,Fayette County,282.7,270.6,110.306,0.745,Mgmt/Bus/Art,0.063,0.073,94.56,0.041,75.12,35.847,Suburban
GA,Floyd County,253.7,238.1,96.471,0.487,Mgmt/Bus/Art,0.181,0.145,50.52,0.054,269.48,169.284,Small/Mid
GA,Forsyth County,286.5,276.8,211.3,0.757,Mgmt/Bus/Art,0.065,0.095,113.33,0.032,47.04,12.154,Suburban
GA,Franklin County,248.5,231,22.328,0.382,Mgmt/Bus/Art,0.254,0.177,47.69,0.039,550.55,72.244,Rural
GA,Fulton County,271.7,254.9,1010.42,0.734,Mgmt/Bus/Art,0.16,0.122,79.24,0.058,533.27,39.698,Urban
GA,Gilmer County,253,237.2,29.614,0.461,Mgmt/Bus/Art,0.188,0.21,57.01,0.052,636.18,55.799,Rural
GA,Glascock County,252.5,239.5,3.027,0.352,Mgmt/Bus/Art,0.115,0.112,49.35,0.024,294.7,90.828,Rural
GA,Glynn County,261.1,243.8,83.467,0.603,Mgmt/Bus/Art,0.192,0.155,58.02,0.051,429.38,77.292,Small/Mid
GA,Gordon County,252.3,236.9,56.424,0.422,Prod/Trans,0.188,0.164,53.37,0.041,668.97,83.581,Rural
GA,Grady County,245.2,225.6,25.048,0.415,Mgmt/Bus/Art,0.254,0.191,42.6,0.058,759.84,52.886,Rural
GA,Greene County,248.7,229.4,16.732,0.497,Mgmt/Bus/Art,0.219,0.152,60.97,0.042,332.55,58.128,Rural
GA,Gwinnett County,263.6,247.6,889.954,0.644,Mgmt/Bus/Art,0.121,0.183,72.23,0.045,209.58,45.202,Suburban
GA,Habersham County,252.7,238.3,43.878,0.442,Mgmt/Bus/Art,0.172,0.175,51.3,0.037,586.13,51.193,Rural
GA,Hall County,253.5,238.6,192.865,0.507,Mgmt/Bus/Art,0.161,0.183,66.7,0.035,215,70.022,Small/Mid
GA,Hancock County,217.5,193.2,8.667,0.28,Service,0.3,0.091,31.72,0.015,605.13,72.843,Rural
GA,Haralson County,255.2,241.2,28.722,0.422,Mgmt/Bus/Art,0.18,0.129,49.02,0.05,631.98,47.986,Suburban
GA,Harris County,274.9,263.4,33.198,0.646,Mgmt/Bus/Art,0.073,0.093,74.05,0.066,143.66,88.195,Small/Mid
GA,Hart County,251.8,235.1,25.535,0.42,Mgmt/Bus/Art,0.188,0.136,50.65,0.031,681.54,28.229,Rural
GA,Heard County,247,230.5,11.607,0.354,Prod/Trans,0.174,0.159,48.98,0.069,153.94,61.842,Suburban
GA,Henry County,262.9,245.8,217.506,0.599,Mgmt/Bus/Art,0.114,0.117,72.93,0.057,159.74,46.437,Suburban
GA,Houston County,265.1,247.7,150.341,0.618,Mgmt/Bus/Art,0.167,0.139,65.64,0.056,407.5,41.858,Small/Mid
GA,Irwin County,248.3,228.4,9.278,0.414,Mgmt/Bus/Art,0.245,0.175,42.32,0.045,736.63,1531.782,Rural
GA,Jackson County,261.1,247.8,63.851,0.498,Mgmt/Bus/Art,0.125,0.136,66.65,0.047,273.28,58.026,Rural
GA,Jasper County,247.7,231.6,13.732,0.381,Mgmt/Bus/Art,0.194,0.14,59.21,0.05,451.71,37.305,Suburban
GA,Jeff Davis County,247.2,230.3,14.999,0.406,Mgmt/Bus/Art,0.206,0.177,40.6,0.031,660.66,85.571,Rural
GA,Jefferson County,232.5,209.7,15.954,0.33,Prod/Trans,0.269,0.18,35.38,0.053,1016.25,68.607,Rural
GA,Jenkins County,235.4,212.5,8.929,0.363,Mgmt/Bus/Art,0.307,0.177,32.81,0.039,611.9,2019.397,Rural
GA,Johnson County,238.6,219.4,9.8,0.324,Prod/Trans,0.215,0.175,37.77,0.084,347,50.023,Rural
GA,Jones County,261.6,245,28.54,0.499,Mgmt/Bus/Art,0.142,0.117,56.82,0.063,98.63,68.546,Small/Mid
GA,Lamar County,253.3,234.1,18.282,0.479,Mgmt/Bus/Art,0.208,0.167,57.4,0.075,241.78,60.654,Suburban
GA,Lanier County,250.9,231.8,10.388,0.466,Mgmt/Bus/Art,0.287,0.175,42.67,0.06,382.63,90.828,Small/Mid
GA,Laurens County,244.3,222.1,47.451,0.396,Mgmt/Bus/Art,0.273,0.129,42.02,0.032,1083.03,75.548,Rural
GA,Lee County,270.7,256.9,29.216,0.599,Mgmt/Bus/Art,0.116,0.107,72.43,0.052,189.4,37.632,Small/Mid
GA,Liberty County,258.6,239.1,62.12,0.596,Mgmt/Bus/Art,0.166,0.127,51.41,0.073,486.01,53.589,Small/Mid
GA,Lincoln County,245.8,225.6,7.768,0.391,Sales/Office,0.23,0.132,45.3,0.043,292.88,121.39,Small/Mid
GA,Long County,258.3,240.1,17.857,0.557,Mgmt/Bus/Art,0.2,0.18,52.05,0.107,96.48,90.828,Small/Mid
GA,Lowndes County,254.3,234.6,113.941,0.55,Mgmt/Bus/Art,0.25,0.167,46.45,0.059,226.48,77.967,Small/Mid
GA,Lumpkin County,262.6,248.5,31.567,0.544,Mgmt/Bus/Art,0.201,0.135,57.08,0.042,292.22,65.654,Rural
GA,McDuffie County,244.4,223.3,21.488,0.415,Mgmt/Bus/Art,0.26,0.152,44.47,0.056,419.53,56.628,Rural
GA,McIntosh County,250.6,231.6,14.061,0.468,Sales/Office,0.203,0.163,46.68,0.067,340,99.803,Small/Mid
GA,Macon County,232.5,210,13.675,0.39,Prod/Trans,0.286,0.206,34.63,0.097,47.66,31.596,Small/Mid
GA,Madison County,256.5,241,28.6,0.445,Mgmt/Bus/Art,0.176,0.146,52.33,0.057,233.49,46.911,Small/Mid
GA,Marion County,246.2,227.8,8.558,0.401,Mgmt/Bus/Art,0.231,0.13,41.19,0.071,263.33,41.849,Small/Mid
GA,Meriwether County,242.8,223.5,21.152,0.38,Mgmt/Bus/Art,0.227,0.145,43.57,0.055,377.99,72.191,Suburban
GA,Miller County,247.2,227.7,5.884,0.431,Mgmt/Bus/Art,0.233,0.136,41.77,0.039,812.31,68.575,Rural
GA,Mitchell County,236.6,214.4,22.574,0.381,Mgmt/Bus/Art,0.271,0.196,37.38,0.098,987.18,166.203,Rural
GA,Monroe County,257.6,242.1,26.795,0.484,Mgmt/Bus/Art,0.133,0.123,70.49,0.064,121.33,106.931,Small/Mid
GA,Montgomery County,247.8,229.8,8.962,0.43,Mgmt/Bus/Art,0.195,0.144,43.66,0.043,1678.15,90.828,Rural
GA,Morgan County,260.8,245,18.013,0.519,Mgmt/Bus/Art,0.134,0.128,67.09,0.044,59.61,58.798,Suburban
GA,Murray County,245.2,232.1,39.444,0.305,Prod/Trans,0.18,0.18,50.06,0.052,110.72,40.597,Small/Mid
GA,Muscogee County,257.5,237.6,198.647,0.597,Mgmt/Bus/Art,0.217,0.137,47.04,0.066,575.37,123.992,Small/Mid
GA,Newton County,254.5,236,105.042,0.526,Mgmt/Bus/Art,0.167,0.129,58.22,0.066,338.37,67.134,Suburban
GA,Oconee County,285.7,275.2,35.972,0.734,Mgmt/Bus/Art,0.069,0.076,100.88,0.032,59.36,16.051,Small/Mid
GA,Oglethorpe County,252.1,237.1,14.654,0.419,Mgmt/Bus/Art,0.176,0.132,54.35,0.041,269.41,90.828,Small/Mid
GA,Paulding County,267.4,252.9,152.399,0.571,Mgmt/Bus/Art,0.097,0.116,76.58,0.039,143.51,18.523,Suburban
GA,Peach County,254.5,235.3,27.027,0.55,Mgmt/Bus/Art,0.187,0.144,49.82,0.057,2210.93,39.547,Small/Mid
GA,Pickens County,268.4,257.6,30.343,0.549,Mgmt/Bus/Art,0.098,0.123,66.18,0.047,273.19,55.142,Suburban
GA,Pierce County,252.6,235.5,19.141,0.417,Mgmt/Bus/Art,0.21,0.171,46.7,0.043,1928.55,52.784,Rural
GA,Pike County,262.9,247.5,17.919,0.479,Mgmt/Bus/Art,0.123,0.146,74.91,0.063,104.25,12.272,Suburban
GA,Polk County,246.5,230.4,41.444,0.385,Prod/Trans,0.19,0.16,47.9,0.052,1202.33,68.971,Rural
GA,Pulaski County,242.6,222.7,11.396,0.4,Mgmt/Bus/Art,0.218,0.173,42.27,0.033,1146.83,41.877,Small/Mid
GA,Putnam County,252.7,234.7,21.43,0.49,Mgmt/Bus/Art,0.162,0.16,62.28,0.049,693.74,54.691,Rural
GA,Quitman County,231.7,212,2.14,0.317,Prod/Trans,0.228,0.185,35.52,0.09,0,65.357,Rural
GA,Rabun County,258.4,242.2,16.354,0.504,Mgmt/Bus/Art,0.203,0.218,46.64,0.039,529.58,67.289,Rural
GA,Randolph County,232.9,208.8,7.206,0.386,Mgmt/Bus/Art,0.351,0.177,33.51,0.064,444,65.329,Rural
GA,Richmond County,247.4,225.8,201.568,0.522,Mgmt/Bus/Art,0.242,0.144,44.81,0.076,304.15,85.456,Small/Mid
GA,Rockdale County,252.5,232.4,88.482,0.547,Mgmt/Bus/Art,0.163,0.155,60.28,0.062,290.53,56.363,Suburban
GA,Schley County,251.6,233.5,5.168,0.468,Mgmt/Bus/Art,0.222,0.165,51.13,0.103,344.04,9.11,Rural
GA,Screven County,245.3,224.6,14.037,0.411,Mgmt/Bus/Art,0.226,0.158,42.33,0.036,1155.23,68.34,Rural
GA,Seminole County,245.7,224.1,8.549,0.431,Mgmt/Bus/Art,0.255,0.18,38.62,0.043,401.66,102.574,Rural
GA,Spalding County,247.2,228.1,64.192,0.424,Mgmt/Bus/Art,0.216,0.156,49.24,0.056,603.56,198.315,Suburban
GA,Stephens County,254.3,238.6,25.625,0.456,Mgmt/Bus/Art,0.181,0.152,45.42,0.083,775.01,83.405,Rural
GA,Stewart County,219.3,194.1,5.832,0.274,Mgmt/Bus/Art,0.415,0.151,34.57,0.041,0,199.957,Rural
GA,Sumter County,241.7,218.5,30.687,0.45,Mgmt/Bus/Art,0.334,0.141,40.25,0.067,1265.09,243.623,Rural
GA,Talbot County,235.7,214.9,6.423,0.362,Prod/Trans,0.169,0.136,41.05,0.055,601.14,20.46,Rural
GA,Taliaferro County,218,193.3,1.844,0.217,Prod/Trans,0.31,0.178,37.05,0.05,0,51.414,Rural
GA,Tattnall County,238.1,219.2,25.402,0.354,Mgmt/Bus/Art,0.237,0.154,41.46,0.016,621.44,53.204,Rural
GA,Taylor County,240.7,219.7,8.267,0.408,Mgmt/Bus/Art,0.282,0.19,28.23,0.09,559.63,86.512,Rural
GA,Telfair County,223.4,201.4,16.339,0.23,Prod/Trans,0.277,0.152,36.26,0.019,6.3,23.736,Rural
GA,Terrell County,237.1,212.7,8.978,0.444,Sales/Office,0.353,0.207,37.12,0.07,267.32,59.036,Small/Mid
GA,Thomas County,253.2,235.3,44.909,0.513,Mgmt/Bus/Art,0.195,0.159,47.98,0.066,890.42,87.203,Rural
GA,Tift County,248.6,227.6,40.531,0.474,Mgmt/Bus/Art,0.278,0.197,47.76,0.026,1035.2,85.45,Rural
GA,Toombs County,244.9,224.6,27.16,0.418,Mgmt/Bus/Art,0.244,0.209,41.44,0.073,862.1,55.008,Rural
GA,Towns County,268.1,254.5,11.173,0.587,Mgmt/Bus/Art,0.147,0.129,49.02,0.042,343.91,42.899,Rural
GA,Treutlen County,242.5,224.5,6.752,0.406,Service,0.21,0.186,37.48,0.038,119.3,51.534,Rural
GA,Troup County,252.7,233.8,69.433,0.481,Mgmt/Bus/Art,0.213,0.133,47.3,0.064,319.77,111.43,Rural
GA,Turner County,239.3,218.1,8.036,0.388,Mgmt/Bus/Art,0.279,0.166,35.4,0.047,447.51,86.754,Rural
GA,Twiggs County,232.2,212.6,8.323,0.304,Sales/Office,0.273,0.165,44.08,0.032,186.29,90.828,Small/Mid
GA,Union County,267.5,254,22.262,0.541,Mgmt/Bus/Art,0.128,0.121,57.05,0.034,59,47.703,Rural
GA,Upson County,248.4,230.4,26.241,0.422,Mgmt/Bus/Art,0.227,0.149,40.93,0.075,261.98,76.267,Rural
GA,Walker County,258.5,244.1,68.609,0.443,Mgmt/Bus/Art,0.172,0.143,47.55,0.049,521.69,45.435,Small/Mid
GA,Walton County,260.3,244.9,88.695,0.487,Mgmt/Bus/Art,0.128,0.121,67.01,0.051,197.68,66.376,Suburban
GA,Ware County,247.4,227,35.688,0.41,Mgmt/Bus/Art,0.248,0.164,37.64,0.028,458.88,188,Rural
GA,Warren County,232.8,209.6,5.41,0.312,Sales/Office,0.268,0.164,37.31,0.051,306.04,56.61,Rural
GA,Washington County,236.6,213.9,20.506,0.369,Mgmt/Bus/Art,0.271,0.144,41.67,0.059,233.08,25.814,Rural
GA,Wayne County,249.2,230.8,29.833,0.415,Mgmt/Bus/Art,0.213,0.188,47.38,0.058,578.64,80.781,Rural
GA,Webster County,238.4,217.4,2.627,0.319,Mgmt/Bus/Art,0.195,0.097,41.55,0.029,77.64,243.59,Rural
GA,Wheeler County,229.8,205.8,7.952,0.271,Prod/Trans,0.293,0.219,35.93,0.033,12.55,26.657,Rural
GA,White County,264.2,250.2,28.509,0.535,Mgmt/Bus/Art,0.177,0.139,54.79,0.027,131.17,50.447,Rural
GA,Whitfield County,242.2,227.7,103.963,0.4,Prod/Trans,0.192,0.197,53.12,0.06,241.57,71.001,Small/Mid
GA,Wilcox County,235.2,213.6,8.896,0.309,Mgmt/Bus/Art,0.218,0.164,38.26,0.033,57.33,44.712,Rural
GA,Wilkes County,236.6,214.8,9.905,0.37,Prod/Trans,0.265,0.161,39.72,0.051,234.96,51.374,Rural
GA,Wilkinson County,239.7,216.7,9.147,0.305,Sales/Office,0.233,0.101,43.9,0.054,203.05,53.648,Rural
GA,Worth County,245.6,227.4,20.809,0.39,Mgmt/Bus/Art,0.215,0.174,43.14,0.066,634.47,37.063,Small/Mid
